alert_id,transaction_id,alert_type,alert_date,severity,resolved
147,584,location_mismatch,2024-03-23 09:36:58,medium,False
148,587,unusual_amount,2024-12-07 01:37:45,high,True
149,593,rapid_succession,2024-07-30 10:05:40,low,False
150,595,rapid_succession,2024-01-15 15:30:34,high,True
151,596,location_mismatch,2024-09-18 20:04:26,medium,True
152,603,multiple_failures,2024-01-16 10:48:03,high,True
153,607,rapid_succession,2024-02-12 01:34:43,low,False
154,608,unusual_amount,2024-06-21 06:26:41,low,False
155,609,location_mismatch,2024-03-23 05:09:47,high,False
156,612,location_mismatch,2024-08-17 04:56:37,low,True
157,614,unusual_amount,2025-03-21 00:31:06,medium,False
158,621,multiple_failures,2025-01-05 15:16:35,medium,True
159,624,location_mismatch,2024-08-08 21:11:36,low,True
160,628,multiple_failures,2024-12-03 08:00:27,medium,False
161,632,rapid_succession,2025-01-16 18:49:30,medium,False
162,637,multiple_failures,2024-08-23 02:34:58,medium,True
163,643,unusual_amount,2024-09-01 23:30:03,low,False
164,645,rapid_succession,2024-01-24 17:24:51,high,False
165,646,rapid_succession,2024-01-17 08:43:30,high,True
166,649,unusual_amount,2024-10-21 19:01:10,low,True
167,661,multiple_failures,2024-10-10 17:17:20,low,True
168,675,rapid_succession,2025-03-30 18:28:00,low,False
169,680,multiple_failures,2025-01-10 14:30:23,medium,True
170,683,unusual_amount,2024-03-06 02:33:38,low,False
171,686,location_mismatch,2024-03-06 12:51:22,medium,True
172,702,rapid_succession,2024-07-02 11:25:31,medium,True
173,708,location_mismatch,2025-01-07 17:23:24,low,True
174,715,location_mismatch,2024-10-02 23:06:15,high,False
175,718,rapid_succession,2024-05-11 11:40:21,high,False
176,719,multiple_failures,2024-09-19 11:56:19,low,False
177,720,multiple_failures,2024-01-01 17:12:23,medium,True
178,724,location_mismatch,2024-04-18 14:54:25,low,False
179,725,rapid_succession,2024-06-16 09:31:46,medium,True
180,730,multiple_failures,2024-03-14 23:43:59,high,True
181,731,rapid_succession,2024-12-14 04:11:03,low,False
182,742,rapid_succession,2024-03-17 09:24:06,low,True
183,743,multiple_failures,2024-01-14 17:33:39,medium,False
184,754,multiple_failures,2024-04-14 14:13:54,medium,True
185,756,multiple_failures,2025-03-08 08:45:19,high,False
186,758,location_mismatch,2025-03-10 13:51:27,high,False
187,759,rapid_succession,2024-12-11 00:59:30,low,False
188,763,rapid_succession,2024-06-08 08:32:15,high,True
189,764,rapid_succession,2025-01-06 03:38:06,high,False
190,773,unusual_amount,2024-10-19 05:53:47,high,False
191,774,rapid_succession,2024-05-21 10:49:26,high,False
192,778,unusual_amount,2024-08-27 17:49:28,low,False
193,784,multiple_failures,2024-10-31 07:03:52,high,False
194,785,location_mismatch,2024-03-28 21:56:42,medium,True
195,795,unusual_amount,2024-11-13 18:12:58,medium,False
196,796,unusual_amount,2024-02-18 16:12:32,high,False
197,803,unusual_amount,2024-11-23 04:02:52,medium,True
198,805,location_mismatch,2024-07-11 11:31:03,medium,True
199,809,rapid_succession,2024-12-24 05:11:25,high,False
200,820,rapid_succession,2024-03-31 19:50:19,medium,False
201,837,location_mismatch,2024-02-07 04:25:48,medium,True
202,846,unusual_amount,2024-04-27 13:46:19,medium,True
203,850,rapid_succession,2024-08-31 13:01:54,high,False
204,855,rapid_succession,2024-12-28 11:32:05,low,False
205,858,unusual_amount,2024-04-18 03:37:35,medium,False
206,863,rapid_succession,2024-11-26 02:20:41,medium,True
207,869,location_mismatch,2024-04-07 15:13:31,high,False
208,870,location_mismatch,2024-04-23 12:06:51,medium,False
209,871,multiple_failures,2025-03-15 16:23:02,low,False
210,873,unusual_amount,2024-11-03 10:29:00,high,False
211,875,rapid_succession,2024-03-26 02:06:44,medium,False
212,876,multiple_failures,2025-02-06 23:57:05,low,False
213,880,multiple_failures,2024-04-28 18:03:17,low,False
214,883,unusual_amount,2024-12-07 01:40:53,low,True
215,895,unusual_amount,2024-09-16 01:41:53,medium,False
216,896,rapid_succession,2024-03-24 02:41:04,high,False
217,900,location_mismatch,2024-10-19 06:23:58,high,False
218,902,multiple_failures,2024-09-06 00:43:33,high,False
219,904,multiple_failures,2025-02-17 03:30:09,medium,True
220,910,unusual_amount,2024-04-08 05:35:50,high,True
221,913,rapid_succession,2025-03-30 09:25:22,low,False
222,917,unusual_amount,2024-04-30 04:15:18,low,True
223,918,rapid_succession,2024-08-20 11:17:28,low,False
224,920,multiple_failures,2024-11-04 00:02:04,high,True
225,921,location_mismatch,2025-01-02 20:29:14,low,True
226,925,unusual_amount,2024-09-10 09:33:42,low,True
227,930,multiple_failures,2024-04-11 12:02:36,low,False
228,933,multiple_failures,2024-12-11 21:38:41,high,False
229,935,unusual_amount,2025-03-08 17:11:26,high,True
230,941,rapid_succession,2024-04-12 15:46:14,medium,True
231,945,unusual_amount,2024-04-04 08:12:34,low,True
232,949,unusual_amount,2025-03-03 01:45:04,low,False
233,951,unusual_amount,2024-12-07 19:14:19,high,True
234,953,multiple_failures,2025-01-13 17:00:53,high,True
235,955,unusual_amount,2024-02-23 14:18:42,high,True
236,956,unusual_amount,2024-03-03 19:03:18,medium,True
237,957,location_mismatch,2024-02-09 13:14:01,low,True
238,962,multiple_failures,2024-08-04 21:59:11,low,False
239,966,unusual_amount,2024-01-10 19:59:36,high,True
240,968,multiple_failures,2024-06-26 19:45:28,medium,False
241,988,unusual_amount,2025-01-25 04:48:43,high,False
242,989,multiple_failures,2024-11-12 09:25:15,high,False
243,990,location_mismatch,2024-04-29 00:04:36,high,True
244,996,unusual_amount,2025-02-28 22:45:57,medium,False
245,1006,location_mismatch,2024-05-12 02:22:50,high,False
246,1015,unusual_amount,2024-04-18 07:17:23,low,True
247,1028,unusual_amount,2024-03-29 21:58:11,medium,True
248,1033,multiple_failures,2024-04-01 00:31:27,low,True
249,1034,location_mismatch,2025-01-19 08:55:47,low,True
250,1040,location_mismatch,2025-02-25 12:45:30,low,True
251,1041,rapid_succession,2025-02-22 06:02:24,medium,True
252,1042,multiple_failures,2024-10-26 05:19:42,low,False
253,1049,location_mismatch,2025-03-15 19:04:46,low,False
254,1050,unusual_amount,2024-12-24 15:57:44,medium,True
255,1051,multiple_failures,2024-03-11 16:38:59,high,True
256,1052,rapid_succession,2024-03-08 04:21:43,low,True
257,1053,location_mismatch,2024-07-17 03:21:17,low,True
258,1060,rapid_succession,2024-05-02 22:14:44,medium,False
259,1067,unusual_amount,2024-07-09 13:19:05,low,False
260,1070,location_mismatch,2025-02-09 14:49:30,low,True
261,1077,location_mismatch,2024-02-15 07:22:26,medium,False
262,1083,location_mismatch,2024-07-02 16:18:29,low,False
263,1087,location_mismatch,2024-02-13 00:16:41,low,False
264,1089,location_mismatch,2025-03-27 11:06:19,high,True
265,1090,multiple_failures,2025-02-22 00:45:36,medium,True
266,1092,location_mismatch,2025-03-27 16:03:52,high,True
267,1095,unusual_amount,2024-08-27 03:56:07,medium,True
268,1104,location_mismatch,2024-03-06 19:39:26,high,True
269,1107,multiple_failures,2024-04-04 03:02:11,medium,False
270,1108,multiple_failures,2024-03-10 03:38:05,low,False
271,1121,multiple_failures,2024-09-03 12:33:18,low,True
272,1123,location_mismatch,2024-02-10 22:14:53,low,False
273,1125,unusual_amount,2024-10-20 01:04:29,low,True
274,1128,multiple_failures,2025-03-20 17:28:25,high,True
275,1129,multiple_failures,2024-12-27 17:18:14,medium,True
276,1138,location_mismatch,2024-12-13 00:16:24,low,True
277,1149,rapid_succession,2024-05-04 02:27:02,medium,True
278,1150,multiple_failures,2024-01-23 08:09:45,high,True
279,1151,unusual_amount,2025-02-10 20:48:13,medium,False
280,1152,location_mismatch,2024-01-16 19:29:47,low,True
281,1158,unusual_amount,2025-02-01 18:23:04,medium,False
282,1160,rapid_succession,2024-06-16 15:11:59,low,True
283,1161,location_mismatch,2024-05-30 20:10:16,high,True
284,1164,unusual_amount,2024-11-04 19:21:21,medium,True
285,1165,rapid_succession,2024-09-01 14:16:48,low,True
286,1167,multiple_failures,2024-01-27 08:40:21,high,False
287,1172,location_mismatch,2024-01-29 17:30:48,low,False
288,1173,unusual_amount,2024-04-05 22:40:08,high,True
289,1174,multiple_failures,2024-07-04 07:50:00,low,True
290,1176,unusual_amount,2024-10-03 20:39:23,low,True
291,1177,location_mismatch,2024-10-10 08:52:26,medium,False
292,1187,location_mismatch,2024-07-25 07:17:19,low,True
293,1188,multiple_failures,2024-10-04 07:18:49,medium,True
294,1192,multiple_failures,2024-06-03 19:58:05,high,True
295,1193,rapid_succession,2024-07-25 22:21:15,medium,False
296,1194,rapid_succession,2024-08-29 22:03:44,low,False
297,1195,rapid_succession,2024-09-04 15:04:52,high,True
298,1200,unusual_amount,2024-01-02 22:34:12,high,False
299,1201,rapid_succession,2024-06-03 04:49:02,low,True
300,1205,unusual_amount,2024-02-03 16:40:51,medium,True
301,1206,multiple_failures,2025-02-03 11:45:13,low,False
302,1211,rapid_succession,2024-10-17 15:10:11,medium,True
303,1218,rapid_succession,2024-09-04 16:49:34,high,False
304,1219,unusual_amount,2024-10-23 16:59:17,medium,False
305,1224,unusual_amount,2024-09-18 15:54:27,medium,False
306,1228,location_mismatch,2024-02-02 06:16:10,high,False
307,1241,location_mismatch,2024-10-31 07:26:25,low,False
308,1242,multiple_failures,2024-11-04 21:35:31,low,False
309,1247,unusual_amount,2024-04-11 00:40:30,medium,False
310,1252,location_mismatch,2025-01-16 07:47:01,low,False
311,1254,rapid_succession,2024-04-23 22:31:04,high,False
312,1259,multiple_failures,2024-03-29 04:17:18,low,True
313,1261,multiple_failures,2025-01-22 04:21:51,low,False
314,1267,rapid_succession,2024-04-03 01:29:07,medium,False
315,1276,unusual_amount,2025-01-29 02:47:28,low,True
316,1287,unusual_amount,2024-07-27 06:13:40,high,False
317,1291,location_mismatch,2024-12-24 13:52:45,medium,False
318,1294,multiple_failures,2024-01-22 18:04:31,medium,True
319,1299,rapid_succession,2024-09-24 06:04:54,medium,True
320,1304,location_mismatch,2024-05-17 16:33:02,low,False
321,1309,rapid_succession,2024-08-30 10:17:53,medium,False
322,1329,multiple_failures,2024-07-26 02:11:03,high,False
323,1333,unusual_amount,2024-03-06 16:04:41,low,False
324,1334,location_mismatch,2024-06-26 20:36:45,low,True
325,1345,multiple_failures,2024-12-19 21:53:29,medium,False
326,1346,location_mismatch,2024-04-17 17:24:51,low,True
327,1347,rapid_succession,2025-02-04 10:54:32,low,False
328,1359,location_mismatch,2024-08-08 05:06:02,low,False
329,1369,rapid_succession,2024-12-17 18:58:20,low,True
330,1370,unusual_amount,2024-06-17 10:06:42,low,True
331,1371,unusual_amount,2024-11-22 18:25:17,low,False
332,1375,rapid_succession,2024-09-09 16:26:04,medium,False
333,1377,unusual_amount,2024-04-02 00:45:43,low,False
334,1392,unusual_amount,2024-02-27 00:04:10,medium,False
335,1393,location_mismatch,2024-02-29 22:30:39,medium,True
336,1400,multiple_failures,2025-01-01 08:29:05,low,True
337,1402,rapid_succession,2024-06-11 00:00:23,low,False
338,1408,location_mismatch,2024-01-16 18:53:31,low,False
339,1417,unusual_amount,2024-07-18 02:07:03,medium,False
340,1419,rapid_succession,2024-04-13 06:52:54,low,True
341,1422,unusual_amount,2024-12-07 13:39:10,medium,True
342,1429,rapid_succession,2024-04-30 08:59:51,low,True
343,1434,location_mismatch,2024-01-19 14:10:21,medium,False
344,1436,multiple_failures,2024-12-14 18:01:03,high,True
345,1440,location_mismatch,2024-06-08 17:00:00,high,True
346,1441,location_mismatch,2024-07-26 13:10:39,high,True
347,1459,rapid_succession,2025-02-09 17:52:44,low,False
348,1464,rapid_succession,2024-05-31 16:16:00,medium,True
349,1465,unusual_amount,2024-06-08 17:06:09,medium,True
350,1467,unusual_amount,2024-04-02 18:43:24,high,False
351,1469,unusual_amount,2024-08-02 04:29:03,medium,True
352,1471,rapid_succession,2024-01-30 11:51:06,high,False
353,1473,multiple_failures,2025-02-22 12:15:20,high,True
354,1484,multiple_failures,2025-03-17 20:36:03,medium,False
355,1487,rapid_succession,2024-08-08 17:53:40,medium,True
356,1491,unusual_amount,2024-07-20 18:52:22,medium,True
357,1495,rapid_succession,2024-02-19 12:34:51,medium,False
358,1499,unusual_amount,2024-01-15 17:11:56,medium,True
359,1503,multiple_failures,2024-07-04 20:08:57,medium,True
360,1506,unusual_amount,2024-09-06 20:03:05,high,True
361,1521,rapid_succession,2024-01-07 16:17:56,high,False
362,1523,unusual_amount,2024-12-28 05:22:32,low,False
363,1529,unusual_amount,2024-04-14 19:07:31,low,False
364,1530,rapid_succession,2024-06-11 21:40:38,medium,True
365,1542,multiple_failures,2024-04-01 11:19:20,medium,False
366,1545,unusual_amount,2024-04-23 02:41:19,high,False
367,1550,location_mismatch,2024-11-24 15:21:11,low,True
368,1551,unusual_amount,2024-06-03 17:45:14,high,False
369,1552,unusual_amount,2024-03-10 15:54:46,medium,False
370,1554,rapid_succession,2024-08-16 10:29:08,low,True
371,1559,location_mismatch,2025-03-18 13:17:08,low,False
372,1564,location_mismatch,2025-01-07 18:24:53,low,True
373,1568,multiple_failures,2024-12-09 11:02:54,high,False
374,1578,rapid_succession,2024-10-05 11:27:52,low,False
375,1579,multiple_failures,2025-01-04 07:15:14,medium,True
376,1580,rapid_succession,2024-01-26 21:20:00,high,False
377,1581,rapid_succession,2024-11-18 04:02:41,high,False
378,1582,unusual_amount,2024-10-17 12:17:37,medium,False
379,1594,multiple_failures,2024-05-19 14:06:14,medium,True
380,1595,rapid_succession,2024-01-20 14:57:34,high,True
381,1604,rapid_succession,2024-11-03 06:29:42,medium,False
382,1615,rapid_succession,2025-02-09 16:35:16,low,False
383,1616,unusual_amount,2024-09-23 20:32:07,low,True
384,1621,location_mismatch,2024-05-28 11:47:16,low,True
385,1624,multiple_failures,2024-12-23 16:15:27,low,False
386,1633,rapid_succession,2024-08-31 04:05:28,high,True
387,1634,multiple_failures,2024-09-02 18:36:59,medium,True
388,1636,multiple_failures,2024-04-12 08:03:35,high,False
389,1639,unusual_amount,2024-03-29 15:19:41,high,False
390,1642,unusual_amount,2024-09-29 23:33:50,low,False
391,1646,unusual_amount,2025-02-05 11:18:01,low,True
392,1647,multiple_failures,2025-02-01 13:12:14,low,False
393,1662,rapid_succession,2025-03-21 22:56:08,medium,False
394,1671,rapid_succession,2025-02-14 15:43:34,high,False
395,1682,location_mismatch,2024-12-24 05:30:36,medium,False
396,1685,unusual_amount,2024-05-09 08:31:00,low,True
397,1697,unusual_amount,2025-03-26 15:34:27,medium,True
398,1699,location_mismatch,2024-03-23 17:21:34,high,False
399,1716,unusual_amount,2024-04-01 08:38:06,low,False
400,1721,location_mismatch,2024-03-25 01:34:56,low,True
401,1723,rapid_succession,2024-10-16 23:45:17,medium,True
402,1725,location_mismatch,2024-05-11 15:54:16,medium,True
403,1726,unusual_amount,2025-03-27 06:34:27,high,False
404,1727,location_mismatch,2024-07-23 18:24:57,high,True
405,1731,location_mismatch,2024-09-29 13:47:35,low,True
406,1735,multiple_failures,2024-03-09 00:38:26,medium,False
407,1754,multiple_failures,2024-12-10 04:56:09,medium,False
408,1760,unusual_amount,2025-01-20 05:39:01,high,True
409,1762,rapid_succession,2024-10-21 09:44:32,medium,False
410,1766,multiple_failures,2024-10-31 16:00:12,medium,True
411,1769,location_mismatch,2025-03-13 00:02:36,medium,True
412,1770,multiple_failures,2024-11-29 13:54:04,high,True
413,1782,unusual_amount,2024-07-20 08:25:25,medium,False
414,1783,rapid_succession,2024-07-12 06:23:52,high,False
415,1796,rapid_succession,2024-07-05 21:25:05,low,False
416,1798,unusual_amount,2024-06-30 20:07:53,high,False
417,1802,unusual_amount,2024-03-29 21:20:29,low,False
418,1805,unusual_amount,2024-03-07 06:53:30,low,True
419,1808,rapid_succession,2024-02-28 02:20:20,high,True
420,1812,unusual_amount,2024-10-09 19:25:10,high,False
421,1816,rapid_succession,2024-12-22 14:34:17,medium,True
422,1817,rapid_succession,2024-08-27 10:35:48,low,False
423,1824,location_mismatch,2025-03-12 01:35:35,low,False
424,1832,rapid_succession,2024-02-21 01:07:03,high,True
425,1833,unusual_amount,2025-03-05 18:30:07,high,False
426,1837,unusual_amount,2024-05-20 12:55:37,medium,False
427,1842,rapid_succession,2024-03-21 00:05:33,high,True
428,1843,rapid_succession,2024-11-04 07:44:38,medium,True
429,1844,rapid_succession,2024-04-01 15:43:48,medium,True
430,1849,rapid_succession,2024-01-24 13:54:20,high,False
431,1853,rapid_succession,2024-11-18 16:00:09,medium,False
432,1856,unusual_amount,2024-01-29 01:55:23,high,True
433,1862,unusual_amount,2024-02-09 05:43:52,low,False
434,1874,location_mismatch,2024-02-19 14:20:19,low,True
435,1875,location_mismatch,2024-04-02 12:34:09,medium,True
436,1877,multiple_failures,2024-09-01 12:43:34,medium,False
437,1884,multiple_failures,2024-12-13 20:36:20,low,False
438,1885,unusual_amount,2024-01-20 01:15:52,low,False
439,1891,rapid_succession,2024-04-26 10:38:32,low,True
440,1892,rapid_succession,2024-11-27 10:22:44,medium,True
441,1909,unusual_amount,2024-06-19 16:45:42,high,False
442,1910,location_mismatch,2024-06-30 02:10:19,high,True
443,1912,unusual_amount,2024-12-08 02:48:33,high,False
444,1914,location_mismatch,2024-04-17 19:06:36,high,True
445,1920,location_mismatch,2024-06-16 02:27:54,low,False
446,1943,multiple_failures,2024-06-22 00:37:23,high,True
447,1945,location_mismatch,2024-03-04 09:45:34,medium,False
448,1946,rapid_succession,2024-10-19 09:40:18,high,False
449,1949,rapid_succession,2024-06-06 09:32:49,medium,False
450,1967,rapid_succession,2024-05-22 12:54:35,medium,False
451,1971,unusual_amount,2025-01-22 10:31:38,medium,False
452,1980,location_mismatch,2025-01-03 23:23:47,high,True
453,1981,multiple_failures,2024-01-24 15:16:29,high,True
454,1988,rapid_succession,2024-05-25 08:55:34,high,True
455,1991,rapid_succession,2024-10-14 06:15:28,medium,True
456,2000,location_mismatch,2024-01-18 11:18:57,high,False
457,2003,location_mismatch,2024-12-28 17:40:21,high,False
458,2011,location_mismatch,2025-01-28 09:44:17,low,False
459,2015,unusual_amount,2024-10-10 13:29:04,low,False
460,2016,multiple_failures,2024-11-19 17:56:50,medium,True
461,2017,unusual_amount,2025-01-30 15:50:23,medium,True
462,2022,location_mismatch,2024-08-06 00:38:49,high,False
463,2024,location_mismatch,2024-06-03 05:19:57,high,True
464,2027,unusual_amount,2024-03-28 09:53:30,high,True
465,2034,rapid_succession,2025-03-30 05:57:43,medium,True
466,2035,unusual_amount,2025-01-22 23:27:09,low,False
467,2037,location_mismatch,2024-08-18 17:47:57,medium,False
468,2038,rapid_succession,2024-05-10 11:54:22,low,False
469,2040,rapid_succession,2025-03-30 19:57:04,low,False
470,2054,location_mismatch,2024-06-24 09:04:52,high,True
471,2056,unusual_amount,2024-12-11 12:26:20,medium,True
472,2071,unusual_amount,2024-04-24 00:55:21,low,True
473,2076,unusual_amount,2024-02-16 21:06:58,low,False
474,2078,multiple_failures,2025-01-20 10:28:04,medium,False
475,2094,unusual_amount,2025-01-27 01:02:29,medium,True
476,2103,multiple_failures,2024-08-07 05:53:59,medium,False
477,2111,rapid_succession,2024-06-20 05:57:21,high,False
478,2113,rapid_succession,2024-10-23 11:43:00,high,True
479,2123,unusual_amount,2025-02-19 13:00:22,medium,False
480,2124,unusual_amount,2024-12-31 20:00:25,low,True
481,2131,unusual_amount,2024-02-04 06:45:34,low,False
482,2135,unusual_amount,2024-09-15 19:25:01,low,False
483,2148,location_mismatch,2024-11-30 01:57:49,high,True
